ID,Unique Name,Route,ELR,Veh Per Day,Cyc and Ped Per Day,Trains Per Day,Total users,Main Crossing Type,Lat,Long
1764,Daywall 1,WALES,WSJ2,0,0,41,0,Footpath Crossing,52.90005142,-3.044038158
1765,Daywall 2,WALES,WSJ2,0,0,41,0,Footpath Crossing,52.90279547,-3.046945975
4710,Pengam,WALES,CAR,0,0,35,0,User Worked Crossing with Telephone,51.54406259,-3.185619248
1767,Deakins (CWL2),WALES,CWL2,0,1,10,1,User Worked Crossing with Telephone,52.34945227,-3.161209366
6556,Wheathill,WESTERN,CCL,0,0,40,0,Footpath Crossing,51.07625939,-2.596938323
1769,Deakins FP,WALES,CWL2,0,0,10,0,Footpath Crossing,52.34945227,-3.161209366
1770,Deal,KENT,BME2,4860,945,62,5805,Manually Controlled Barrier,51.22558182,1.397698877
1771,Dean,WESSEX,RTJ2,891,243,91,1134,Manually Controlled Barrier with Obstacle Detection,51.04245543,-1.635061633
1772,Dean Hill,WESSEX,RTJ2,1188,108,91,1296,Manually Controlled Barrier with Obstacle Detection,51.03959182,-1.601771845
1773,Dean Lane,LONDON_NORTH_WEST,WBS3,378,0,68,378,Automatic Half Barrier,53.59589804,-2.795472294
1774,Deanery,KENT,ACR,2,8,108,10,User Worked Crossing with Telephone,51.2553372,1.009785546
1775,Deansgate Junction,LONDON_NORTH_WEST,CDM1,2808,756,364,3564,Manually Controlled Barrier,53.39942586,-2.34204263
1776,Decoy,WALES,WSJ2,15,0,46,15,User Worked Crossing with Telephone,52.8514939,-2.977905799
1777,Decoy Farm,SUSSEX,TBH2,0,0,188,0,User Worked Crossing with Telephone,50.83100874,-0.695588058
1778,Decoy FP,WALES,WSJ2,0,0,41,0,Footpath Crossing,52.8514939,-2.977905799
1779,Dedham,ANGLIA,LTN1,0,21,171,21,Footpath Crossing,51.94213735,1.015349896
1780,Deep Wharf,ANGLIA,TLL,2640,132,154,2772,Manually Controlled Barrier,51.47628718,0.251382734
1781,Deerleap,WESSEX,BML2,0,2,146,2,Footpath Crossing,50.87769136,-1.51771516
1782,Deganwy Quay,WALES,LLJ,648,216,54,864,Manually Controlled Barrier with CCTV,53.29351465,-3.829300759
1783,Deganwy Station,WALES,LLJ,311,176,54,487,Manually Controlled Barrier,53.29502398,-3.835106114
1784,Delaware,SUSSEX,SCU1,0,1,52,1,Footpath Crossing,51.18785431,0.08538519
1785,Della,ANGLIA,BGK,0,0,152,0,User Worked Crossing with Telephone,52.11246594,0.161759246
1786,Delny,SCOTLAND,WCK,621,0,15,621,Automatic Barrier Crossing (Locally) Monitored,57.72530216,-4.10825814
1787,Denaby,LONDON_NORTH_EAST,PED5,617,131,208,748,Manually Controlled Barrier with CCTV,53.49298065,-1.258273634
1788,Denehurst,SUSSEX,VTB3,0,0,686,0,Footpath Crossing,51.18820334,-0.160840976
1789,Dent Station,LONDON_NORTH_WEST,SAC,0,21,32,21,Barrow Staff Crossing,54.28224581,-2.363379227
1790,Denton Farm,LONDON_NORTH_EAST,NEC2,0,0,47,0,Footpath Crossing,54.98332849,-2.594699708
1791,Denton Hall,LONDON_NORTH_EAST,NEC2,0,0,47,0,Footpath Crossing,54.95723213,-2.659508779
1792,Denton Mains Farm,LONDON_NORTH_EAST,NEC2,0,0,47,0,User Worked Crossing with Telephone,54.97857416,-2.609770526
1793,Denton School,LONDON_NORTH_EAST,NEC2,1026,0,48,1026,Automatic Half Barrier,54.98490581,-2.589024358
1794,Denton Village,LONDON_NORTH_EAST,NEC2,20,6,86,26,Manned Full Gates,54.98161925,-2.600936131
1795,Denton Village FP,LONDON_NORTH_EAST,NEC2,0,8,53,8,Footpath Crossing,54.98161925,-2.600936131
1796,Denver,ANGLIA,BGK,648,108,76,756,Automatic Half Barrier,52.58192972,0.356156435
1797,Derby No.4 Shed (East Midlands Trains),MIDLAND_AND_CONTINENTAL,SPC8,558,555,23,1113,Open Crossing,52.92301685,-1.46574849
1798,Derbyshire County Council Footpath No.9,MIDLAND_AND_CONTINENTAL,NSS,0,4,35,4,Footpath Crossing,52.85749041,-1.566973222
1799,Deri,WALES,SWM2,0,0,56,0,User Worked Crossing with Telephone,51.8308679,-4.478395806
1801,Dernford,ANGLIA,BGK,10,0,152,10,User Worked Crossing with MSL,52.13518584,0.14289576
1800,Dernford FP,ANGLIA,BGK,0,18,152,18,Footpath Crossing with MSL,52.13518584,0.14289576
1802,Derwydd,WALES,LLA,0,0,9,0,Footpath Crossing,51.84221035,-4.004891822
1803,Desford,MIDLAND_AND_CONTINENTAL,KSL,11988,108,48,12096,Automatic Half Barrier,52.63281461,-1.28229765
1804,Desford Colliery,MIDLAND_AND_CONTINENTAL,KSL,0,12,48,12,Footpath Crossing,52.65609264,-1.313547147
1805,Desford FP,MIDLAND_AND_CONTINENTAL,KSL,0,14,24,14,Footpath Crossing,52.63298519,-1.283935632
1806,Developing Co. No.2,WESSEX,TTF,0,0,0,0,Footpath Crossing,50.85864976,-1.385561281
1807,Developing Co. No.3,WESSEX,TTF,0,4,2,4,User Worked Crossing with Telephone,50.85737502,-1.383537656
1808,Developing Co. No.5,WESSEX,TTF,0,0,2,0,User Worked Crossing,50.85494344,-1.379417527
1809,Developing Co. No.7,WESSEX,TTF,0,4,2,4,User Worked Crossing,50.85181425,-1.374116376
1810,Devil's Ditch,ANGLIA,CCH,0,4,34,4,Footpath Crossing,52.21806923,0.385971683
1811,Devils Water West,LONDON_NORTH_EAST,NEC2,0,0,82,0,User Worked Crossing with Telephone,54.96945215,-2.043238643
1812,Dibleys,KENT,ACR,0,66,108,66,Footpath Crossing,51.25651939,1.01465638
1813,Dickensons Farm,WALES,SYC,0,4,62,4,Footpath Crossing,52.81871024,-2.74044976
1814,Dildre,WALES,CWL2,10,0,9,10,User Worked Crossing,52.05123629,-3.74898814
1815,Dildre FP,WALES,CWL2,0,2,9,2,Footpath Crossing,52.05123629,-3.74898814
1816,Dilston,LONDON_NORTH_EAST,NEC2,2511,135,97,2646,Automatic Half Barrier,54.96792218,-2.031631011
1817,Dilston Haughs,LONDON_NORTH_EAST,NEC2,1,0,99,1,User Worked Crossing with Telephone,54.96860549,-2.036813343
1818,Dilston Water,LONDON_NORTH_EAST,NEC2,0,0,75,0,Footpath Crossing,54.96904841,-2.040174508
1819,Dilton Marsh 10,WESTERN,WEY,0,0,60,0,Footpath Crossing,51.26054491,-2.215134372
1820,Dimmer,WESSEX,WEY,0,0,22,0,Footpath Crossing,51.08824828,-2.533432488
1821,Dimmocks Cote,ANGLIA,BGK,7191,114,186,7305,Automatic Half Barrier,52.33436976,0.239099622
1823,Dinas,WALES,LJT1,0,0,12,0,User Worked Crossing,52.99949493,-3.946838846
1822,Dinas FP,WALES,LJT1,0,32,12,32,Footpath Crossing,52.99949493,-3.946838846
1824,Dingwall Canal North,SCOTLAND,WCK,0,52,30,52,User Worked Crossing with Telephone,57.59856437,-4.42088019
1825,Dingwall Canal South,SCOTLAND,WCK,0,57,27,57,Footpath Crossing,57.59802543,-4.421013857
1826,Dingwall Middle,SCOTLAND,KYL,5220,1042,8,6262,Automatic Barrier Crossing (Locally) Monitored,57.59906205,-4.434624679
1827,Dingwall No.1,SCOTLAND,KYL,3802,701,8,4503,Automatic Barrier Crossing (Locally) Monitored,57.59995375,-4.429515081
1828,Dingwall No.2,SCOTLAND,KYL,4914,486,8,5400,Automatic Barrier Crossing (Locally) Monitored,57.59892202,-4.438635529
1829,Dinsdale No.1,LONDON_NORTH_EAST,DSN1,0,9,67,9,Footpath Crossing,54.51393858,-1.48090746
1830,Dinsdale No.2,LONDON_NORTH_EAST,DSN1,0,0,67,0,Footpath Crossing,54.51417575,-1.477829889
1831,Dinting Lane,LONDON_NORTH_WEST,GDW,0,0,73,0,User Worked Crossing with Telephone,53.4474297,-1.96597675
1832,Dinton Mill No.1,WESSEX,BAE2,0,4,57,4,Footpath Crossing,51.08095141,-1.964372006
1833,Dinton Mill No.2,WESSEX,BAE2,0,7,57,7,Footpath Crossing,51.08018206,-1.970343012
1834,Disley Cottage,LONDON_NORTH_WEST,BEJ,0,2,59,2,Footpath Crossing,53.35613492,-2.04776808
1835,Diss Station,ANGLIA,LTN1,0,0,90,0,Barrow Staff Crossing with MSL,52.37435094,1.124200121
1836,Ditchburns,LONDON_NORTH_WEST,MCJ3,0,4,13,4,User Worked Crossing with Telephone,51.8908807,-0.968586412
1837,Ditchburns FP,LONDON_NORTH_WEST,MCJ3,0,1,10,1,Footpath Crossing,51.8908807,-0.968586412
1838,Ditton Brook,LONDON_NORTH_WEST,WKL2,0,0,26,0,Footpath Crossing,53.52572628,-2.755835071
1839,Dixies,ANGLIA,BGK,0,0,152,0,Footpath Crossing,51.99140479,0.211419219
1840,Dobella,LONDON_NORTH_EAST,WAG1,0,23,9,23,User Worked Crossing,53.686558,-0.939723661
1841,Dock Hills,LONDON_NORTH_EAST,DOL1,428,29,150,457,Manually Controlled Barrier with CCTV,53.53376126,-1.140658616
1843,Dock Lane,ANGLIA,ESK,47,3,35,50,User Worked Crossing with Telephone,52.10250949,1.332634025
1842,Dock Lane FP,ANGLIA,ESK,0,295,35,295,Footpath Crossing,52.10250949,1.332634025
1844,Dockers FP No.13,LONDON_NORTH_WEST,SJC,0,6,7,6,Footpath Crossing,54.15909463,-2.655204273
1845,Doctors,MIDLAND_AND_CONTINENTAL,PBS1,0,2,7,2,Footpath Crossing,53.08805737,-1.28977494
1846,Dodderhill 22,WESTERN,BAG2,0,2,183,2,Footpath Crossing,52.29097231,-2.090182835
1847,Doddershall,LONDON_NORTH_WEST,MCJ3,1,1,6,2,User Worked Crossing,51.8741004,-0.945946501
1766,Ddafydd,WALES,CNH3,0,0,58,0,User Worked Crossing,53.20856764,-4.426542657
1849,Doddington Road,LONDON_NORTH_EAST,NOB1,14634,770,86,15404,Manually Controlled Barrier with CCTV,53.20107979,-0.587466558
1850,Dodds,LONDON_NORTH_WEST,CBC1,0,0,26,0,User Worked Crossing with Telephone,54.24706291,-3.24385137
1851,Dodds Farm,LONDON_NORTH_WEST,PRA,4,8,64,12,User Worked Crossing with Telephone,51.77678538,-0.806881718
1852,Dodworth,LONDON_NORTH_EAST,PED2,4158,216,36,4374,Manually Controlled Barrier with CCTV,53.5443511,-1.531711367
1853,Dog Kennel,KENT,ACR,0,6,119,6,Footpath Crossing,51.26165212,1.032822157
1854,Doig Overy Farm,ANGLIA,ETN,5,0,64,5,User Worked Crossing with Telephone,52.45515156,0.926971942
1855,Dolau,WALES,CWL2,79,4,10,83,Automatic Barrier Crossing (Locally) Monitored,52.29529362,-3.262921872
1856,Dolau House Farm 1,WALES,CWL2,0,0,10,0,User Worked Crossing with Telephone,52.29609825,-3.26172823
1857,Dolau House Farm 2,WALES,CWL2,0,0,10,0,User Worked Crossing with Telephone,52.29396936,-3.26492256
1858,Dolau House Farm 3,WALES,CWL2,0,0,10,0,User Worked Crossing with Telephone,52.29304275,-3.266323473
1859,Dolau Jenkin Farm,WALES,CWL2,0,4,10,4,Footpath Crossing,52.27706898,-3.306800994
1860,Dolcoath,WESTERN,MLN4,2564,590,111,3154,Manually Controlled Barrier with Obstacle Detection,50.21430167,-5.283410976
1861,Doldyfi,WALES,SBA2,0,0,49,0,User Worked Crossing with Telephone,52.57633664,-3.889372836
1862,Doleham,KENT,ATH,0,3,40,3,Footpath Crossing,50.91577933,0.608280957
1863,Dolfadog,WALES,LJT1,0,0,12,0,User Worked Crossing with Telephone,53.16744021,-3.81731579
1864,Dolgarrog (Station),WALES,LJT1,0,0,12,0,User Worked Crossing with Telephone,53.18520547,-3.822546008
1865,Dolgarrog (Station) FP,WALES,LJT1,0,6,12,6,Footpath Crossing,53.18520547,-3.822546008
1866,Dolgelynen,WALES,SBA2,0,0,51,0,User Worked Crossing,52.59137692,-3.862174877
1867,Dolgoch Garage,WALES,SBA2,0,0,24,0,Footpath Crossing,52.59069788,-3.583395411
1868,Doll,SCOTLAND,WCK,0,0,9,0,User Worked Crossing with Telephone,57.99910097,-3.882091221
1869,Dolmeadow,WALES,SHL,1,0,94,1,User Worked Crossing with Telephone,52.13560135,-2.714599767
1870,Dolmeadow FP,WALES,SHL,0,0,94,0,Footpath Crossing,52.13560135,-2.714599767
1871,Donington,LONDON_NORTH_EAST,SPD1,0,1,50,1,Footpath Crossing,52.90459162,-0.221670624
1872,Doonbank,SCOTLAND,WAT,0,0,0,0,Footpath Crossing,55.35695443,-4.488006778
1873,Dormer Green,LONDON_NORTH_EAST,ECM2,1,2,151,3,Manned Full Gates,53.59763886,-1.118141728
1874,Dormer Green FP,LONDON_NORTH_EAST,ECM2,0,0,167,0,Footpath Crossing,53.59763886,-1.118141728
1876,Dorr Lane,LONDON_NORTH_EAST,WAG1,0,0,10,0,User Worked Crossing with Telephone,53.69095834,-1.044051546
1875,Dorr Lane FP,LONDON_NORTH_EAST,WAG1,0,38,10,38,Footpath Crossing,53.69095834,-1.044051546
1877,Dorrington Grove,WALES,SHL,0,15,95,15,Footpath Crossing,52.61975525,-2.767018967
1878,Dorrington Sidings,LONDON_NORTH_EAST,SPD2,1,0,59,1,User Worked Crossing with Telephone,53.07057901,-0.377584098
1879,Dorton No. 2 Down Direction Bi-Directional Line,LONDON_NORTH_WEST,NAJ3,0,3,188,3,Footpath Crossing,51.82073544,-1.005074928
1880,Dorton No. 2 Up Bi-Directional Line,LONDON_NORTH_WEST,NAJ3,0,3,188,3,Footpath Crossing,51.82073544,-1.005074928
1881,Dosmuchran,SCOTLAND,KYL,0,0,8,0,Footpath Crossing,57.5990935,-4.996027413
1882,Double,SUSSEX,TBH1,0,0,146,0,Footpath Crossing,50.98496692,-0.476403478
1883,Double Crossing,ANGLIA,NOL,0,0,64,0,User Worked Crossing with Telephone,52.56924145,1.543273903
1885,Double Dykes,SCOTLAND,MTL1,0,0,0,0,User Worked Crossing,56.1744568,-3.122705842
1884,Double Dykes TMOG,SCOTLAND,MTL1,0,0,0,0,Manned Full Gates,56.17435418,-3.122971749
1887,Dovefields,MIDLAND_AND_CONTINENTAL,NSS,4,4,70,8,User Worked Crossing with MSL,52.877487,-1.784366682
1886,Dovefields FP,MIDLAND_AND_CONTINENTAL,NSS,0,18,70,18,Footpath Crossing with MSL,52.877487,-1.784366682
1888,Dovey Jn. Station,WALES,SBA2,0,8,31,8,Barrow Staff Crossing,52.5621072,-3.92397868
1889,Dowdes,SUSSEX,RSJ,0,4,206,4,Footpath Crossing,51.24849411,-0.240415945
1890,Down Farm 1,WALES,VOT,1,1,8,2,User Worked Crossing with Telephone,51.91176307,-3.940366927
1891,Down Farm 2,WALES,VOT,0,0,8,0,User Worked Crossing with Telephone,51.91250879,-3.938706228
1892,Downham Market Bypass,ANGLIA,BGK,6124,84,76,6208,Automatic Half Barrier,52.59903914,0.363660608
1893,Downham Market Station,ANGLIA,BGK,5504,1095,76,6599,Manually Controlled Barrier with Obstacle Detection,52.60379753,0.365450059
1894,Downs Farm FP,LONDON_NORTH_WEST,BEJ,0,37,64,37,Footpath Crossing,53.35806975,-2.065664987
1895,Draenogan,WALES,DJP,0,4,16,4,Footpath Crossing,52.89944283,-4.073084176
1896,Draenogan Fawr,WALES,DJP,14,4,16,18,User Worked Crossing,52.90037428,-4.072187199
1897,Drakes Broughton,WESTERN,ABW,0,0,28,0,Footpath Crossing,52.14920718,-2.163141595
1898,Drake's Broughton 1,WESTERN,BAG2,0,0,128,0,Footpath Crossing,52.14950314,-2.162733136
1899,Drake's Broughton 13,WESTERN,BAG2,0,4,183,4,Footpath Crossing,52.1331568,-2.157421394
1900,Drakewell Farm,SCOTLAND,ANI1,4,2,23,6,User Worked Crossing with Telephone,57.33134906,-2.59702218
1901,Draycott,MIDLAND_AND_CONTINENTAL,SPC6,0,0,165,0,Footpath Crossing,52.88851501,-1.305999706
1902,Drayton,SUSSEX,TBH2,5508,54,202,5562,Manually Controlled Barrier with CCTV,50.83239118,-0.736689953
1903,Drehir Farm,WALES,VON,0,82,1,82,Footpath Crossing,51.70580403,-3.705415043
1904,Driffield,LONDON_NORTH_EAST,HBS,3510,459,65,3969,Manually Controlled Barrier,54.00031352,-0.436048289
1905,Driffield Station,LONDON_NORTH_EAST,HBS,3888,1053,65,4941,Manually Controlled Barrier (Remote),54.00103807,-0.435153082
1906,Drift Lane,SUSSEX,TBH2,432,54,376,486,Automatic Half Barrier,50.84524589,-0.874052231
1907,Drigg,LONDON_NORTH_WEST,CBC1,81,54,25,135,Manned Full Gates,54.37657875,-3.442932236
1908,Drim Castle,WALES,SWM2,0,0,46,0,Footpath Crossing,51.84281457,-4.814089692
1909,Drinkwater,WESTERN,DCL,0,0,128,0,User Worked Crossing with Telephone,51.79615922,-1.297115293
1910,Drinnick Mill,WESTERN,SDS,0,0,2,0,Footpath Crossing,50.36214509,-4.869279967
1911,Droomer Lane,LONDON_NORTH_WEST,OXW,0,35,34,35,Footpath Crossing,54.37575614,-2.895289567
1912,Droomer No.1,LONDON_NORTH_WEST,OXW,0,34,34,34,Footpath Crossing,54.37538842,-2.892904524
1913,Droomer No.3,LONDON_NORTH_WEST,OXW,0,25,34,25,Footpath Crossing,54.37602992,-2.89643319
1914,Dropping Well,LONDON_NORTH_EAST,HAY1,0,0,106,0,User Worked Crossing,54.00796722,-1.472291992
1915,Droughduil,SCOTLAND,STR3,0,0,16,0,User Worked Crossing,54.87639293,-4.880779849
1916,Drove Road,SCOTLAND,LNK,0,4,74,4,Footpath Crossing,55.67455464,-3.75046109
1917,Drove Road FP,ANGLIA,ETN,0,2,65,2,Footpath Crossing,52.44944051,0.867365009
1918,Drumbeg Farm,SCOTLAND,MLG2,0,1,12,1,User Worked Crossing with Telephone,56.855063,-5.273056067
1919,Drumduan 2,SCOTLAND,ANI3,0,0,25,0,User Worked Crossing with Telephone,57.58883482,-3.817593998
1920,Drummersdale,LONDON_NORTH_WEST,WBS3,0,3,63,3,Footpath Crossing,53.6216408,-2.906023674
1921,Drummond Avenue,LONDON_NORTH_WEST,CWK3,0,2,118,2,Footpath Crossing,53.38501303,-3.182881988
1922,Drummuie,SCOTLAND,WCK,0,0,9,0,User Worked Crossing with Telephone,57.96651658,-3.999229073
1923,Dry Doddington,LONDON_NORTH_EAST,ECM1,0,0,219,0,Footpath Crossing,53.0123781,-0.693413588
1925,Ducketts,LONDON_NORTH_EAST,LBE1,37,2,147,39,User Worked Crossing with MSL,53.79636662,-1.696185419
1924,Ducketts FP,LONDON_NORTH_EAST,LBE1,0,88,146,88,Footpath Crossing with MSL,53.79636662,-1.696185419
1926,Dudgeley Farm,WALES,SHL,0,9,95,9,Footpath Crossing,52.56610915,-2.784271786
1927,Dudgeley Mill,WALES,SHL,0,2,95,2,Footpath Crossing,52.55928567,-2.787859363
1928,Dudley FP,LONDON_NORTH_EAST,ECM7,0,8,140,8,User Worked Crossing with Telephone,55.05911594,-1.598392807
1929,Duffryn,WALES,SWM2,2131,16,150,2147,Automatic Half Barrier,51.66621885,-4.10365308
1930,Duffryn Bach,WALES,SWM2,0,0,179,0,Footpath Crossing,51.49957697,-3.349181379
1931,Duffryn Clydach,WALES,VON,0,25,4,25,Footpath Crossing,51.66016306,-3.832940119
1932,Duirinish Station,SCOTLAND,KYL,12,2,8,14,Automatic Barrier Crossing (Locally) Monitored,57.3202461,-5.690138667
1934,Duke Street,LONDON_NORTH_WEST,HXS3,5454,648,143,6102,Manually Controlled Barrier with CCTV,53.63955757,-3.006771523
1933,Duke Street FP,LONDON_NORTH_WEST,SKW1,0,16,11,16,Footpath Crossing,54.11640812,-2.51703784
1935,Dukes,SUSSEX,KJE3,1,1,172,2,User Worked Crossing with Telephone,50.82147018,0.232081366
1936,Dukes No 2,ANGLIA,BGK,0,0,307,0,User Worked Crossing with Telephone,52.16268386,0.132864596
1938,Dukes Wood,LONDON_NORTH_WEST,WKL2,0,0,28,0,User Worked Crossing with Telephone,53.52440681,-2.760825671
1937,Dukes Wood FP,LONDON_NORTH_WEST,WKL2,0,10,28,10,Footpath Crossing,53.52440681,-2.760825671
1939,Dullingham,ANGLIA,CCH,782,158,34,940,Manned Full Gates,52.20177894,0.36665172
1940,Dunball,WESTERN,MLN1,0,4,102,4,Footpath Crossing,51.16449457,-2.98338941
1941,Dunbridge,WESSEX,RTJ2,1602,83,85,1685,Automatic Half Barrier,51.03391986,-1.547181788
1942,Dunbridge Occupation,WESSEX,RTJ2,0,0,174,0,User Worked Crossing with Telephone,51.03465798,-1.551012258
1943,Dunbridge Occupational,WESSEX,RTJ2,0,8,87,8,Footpath Crossing,51.03465798,-1.551012258
1944,Duncraig Castle,SCOTLAND,KYL,0,2,8,2,Footpath Crossing,57.33570491,-5.639335509
1945,Dundarach,SCOTLAND,HGL2,0,36,56,36,Footpath Crossing with MSL,56.70101357,-3.727811117
1946,Dunhampstead,WESTERN,BAG2,567,81,187,648,Automatic Half Barrier,52.23762995,-2.120204526
1947,Duniface 2,SCOTLAND,MTL1,0,0,0,0,Footpath Crossing,56.19423916,-3.040829264
1948,Dunnerholme,LONDON_NORTH_WEST,CBC1,4,0,26,4,User Worked Crossing with Telephone,54.20622971,-3.202371145
1950,Dunnerholme FP,LONDON_NORTH_WEST,CBC1,0,5,26,5,Footpath Crossing,54.20622971,-3.202371145
1949,Dunnerholme Golf Course,LONDON_NORTH_WEST,CBC1,0,1,26,1,Footpath Crossing,54.19785354,-3.205139866
1951,Dunragit,SCOTLAND,STR3,54,81,16,135,Manually Controlled Barrier,54.87745373,-4.887861813
1952,Dunrobin Station,SCOTLAND,WCK,6,4,9,10,User Worked Crossing with Telephone,57.98575115,-3.947779227
1953,Dunrod,SCOTLAND,WYS,0,0,42,0,User Worked Crossing with Telephone,55.91893774,-4.842707082
1954,Dunstalls,MIDLAND_AND_CONTINENTAL,DBP1,0,0,226,0,User Worked Crossing with Telephone,52.7764134,-1.67962242
1955,Durham Farm,SUSSEX,STS,2,6,90,8,User Worked Crossing with Telephone,50.81843969,0.033207726
1956,Durhams,MIDLAND_AND_CONTINENTAL,WNS,0,3,115,3,Footpath Crossing,52.56547384,-1.218284718
1957,Durlock Loop,KENT,BME2,0,1,49,1,Footpath Crossing,51.32652844,1.321081148
1958,Durlock Main,KENT,ACR,0,2,96,2,Footpath Crossing,51.32893323,1.321215533
1959,Durn,WALES,SBA2,0,1,24,1,User Worked Crossing with Telephone,52.61163336,-3.674495624
1960,Dursley 28,WESTERN,BGL2,0,0,106,0,Footpath Crossing,51.71798559,-2.354275621
1961,Duxford,ANGLIA,BGK,161,97,152,258,Automatic Half Barrier,52.0866903,0.172082587
1962,Dyers,WESTERN,MLN1,0,0,96,0,Footpath Crossing,51.01243187,-3.177878124
1963,Dyffryn,WALES,DJP,0,0,18,0,User Worked Crossing with Telephone,52.5591463,-4.07166612
1964,Dykes End,LONDON_NORTH_EAST,NOB1,0,12,79,12,Footpath Crossing,53.14113299,-0.755464798
1965,Dylto Farm,WALES,LJT1,0,0,12,0,User Worked Crossing with Telephone,53.20311206,-3.825657545
1966,Dynes,KENT,XTD,0,0,94,0,Footpath Crossing,51.15549151,0.759158542
1967,E.C.C. Works,WESTERN,SDS,0,4,2,4,Footpath Crossing,50.36509036,-4.893689387
1968,Eagle And Thorpe,LONDON_NORTH_EAST,NOB1,1707,116,158,1823,Automatic Half Barrier,53.18551669,-0.667735852
1969,Eagle And Thorpe FP,LONDON_NORTH_EAST,NOB1,0,0,0,0,Footpath Crossing,53.18604009,-0.665175114
1970,Eagle Barnsdale,LONDON_NORTH_EAST,NOB1,486,122,79,608,Automatic Half Barrier,53.17875317,-0.685019225
1971,Earl Shilton,MIDLAND_AND_CONTINENTAL,WNS,0,2,115,2,Footpath Crossing,52.55486508,-1.322048793
1972,Earlswood No.1,LONDON_NORTH_WEST,TSB,0,0,67,0,User Worked Crossing,52.36328278,-1.855239875
1973,Earlswood Woods,LONDON_NORTH_WEST,TSB,0,16,45,16,Footpath Crossing,52.361397,-1.849472236
1974,Earsdon,LONDON_NORTH_EAST,BNE,0,57,8,57,Footpath Crossing,55.03835902,-1.517859999
1975,Earth Wall,ANGLIA,NOL,0,0,67,0,User Worked Crossing with Telephone,52.58987481,1.489467658
1976,Easington,LONDON_NORTH_EAST,ECM7,0,0,117,0,Footpath Crossing,55.59959794,-1.806600834
1977,East Boldon,LONDON_NORTH_EAST,LEN3,4779,756,224,5535,Manually Controlled Barrier with CCTV,54.94633816,-1.420122097
1978,East Brora Muir 1,SCOTLAND,WCK,2,4,9,6,User Worked Crossing with Telephone,58.03143549,-3.8444384
1979,East Brora Muir 2,SCOTLAND,WCK,2,2,10,4,User Worked Crossing with Telephone,58.02070441,-3.854047234
1980,East Burton,WESSEX,BML2,675,108,68,783,Manually Controlled Barrier with CCTV,50.68093009,-2.240325402
1982,East Chiltington,SUSSEX,KJE1,0,0,81,0,User Worked Crossing with Telephone,50.92178165,-0.037117894
1981,East Chiltington FP,SUSSEX,KJE1,0,6,106,6,Footpath Crossing,50.92178165,-0.037117894
1983,East Clayock 1,SCOTLAND,WCK,0,2,8,2,User Worked Crossing with Telephone,58.51230779,-3.413485504
1984,East Cottages,SCOTLAND,HGL2,0,13,28,13,Footpath Crossing with MSL,56.70980894,-3.753560629
1985,East Cowick,LONDON_NORTH_EAST,WAG1,3,38,6,41,User Worked Crossing with MSL,53.69034664,-0.99349066
1986,East Dean (RTJ2),WESSEX,RTJ2,0,18,91,18,Footpath Crossing,51.04120499,-1.619723371
1987,East Dean (XTD),KENT,XTD,0,0,97,0,Footpath Crossing,51.16344998,0.656113898
1988,East Devon Way 1,WESTERN,EMT,0,17,64,17,Footpath Crossing,50.63396088,-3.419804777
1989,East Devon Way 2,WESTERN,EMT,0,50,64,50,Footpath Crossing,50.6282267,-3.415489696
